1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,heuristic
3,5,3,2,1,4,2,4,0,4,1,1,0,5,5,2,2,1,5,1,1,1,2,5,5,3,4,2,3,2,3,0,2,3,5,1,5,4,5,0,4,1,4,4,3,4,0,0,3,3,2,0,0,0,5
1,5,4,2,1,1,2,2,0,4,1,1,4,5,5,3,0,3,5,3,3,1,2,3,2,0,2,4,4,5,5,0,3,1,2,2,1,4,0,4,4,0,3,5,5,0,1,0,3,3,0,4,2,5,6
1,2,5,5,1,0,5,1,2,5,4,2,1,5,4,4,4,3,1,5,3,3,2,3,0,1,3,0,1,3,2,0,2,4,5,1,2,5,4,0,4,2,0,0,1,4,4,5,0,3,3,0,3,2,6
1,2,5,5,1,3,5,2,3,5,4,2,1,5,4,0,1,2,1,0,2,3,2,1,1,0,0,5,5,4,4,0,2,1,1,0,3,5,4,3,4,2,3,0,3,0,4,4,5,3,0,4,3,2,6
2,2,0,2,1,2,4,5,5,1,3,3,3,5,4,2,2,4,5,4,2,3,2,1,1,0,0,1,0,3,4,0,3,1,1,3,4,5,0,5,4,0,5,1,3,5,4,4,1,3,0,0,5,2,6
5,5,1,2,1,2,4,5,4,2,3,3,0,5,0,2,2,3,5,2,1,3,2,4,0,4,4,0,0,2,1,0,1,1,5,5,0,3,3,0,4,4,1,1,3,4,3,5,1,3,4,0,5,2,6
4,0,2,2,1,2,5,5,5,1,5,4,5,5,2,5,0,2,3,3,3,1,2,0,0,3,0,2,3,0,1,0,1,1,3,4,1,2,5,4,4,4,3,1,2,3,0,4,4,3,4,1,5,0,7
4,2,3,1,1,4,2,2,5,3,4,3,3,5,1,0,2,2,0,0,2,0,2,2,3,3,0,1,3,5,5,0,5,2,4,5,4,3,0,1,4,0,4,0,4,5,5,1,1,3,5,1,4,1,7
5,2,0,4,1,1,5,3,2,1,3,1,2,5,4,3,5,5,4,2,0,0,2,3,2,4,1,1,0,3,0,0,5,4,4,4,4,0,2,1,4,5,5,2,0,3,5,0,3,3,1,2,1,3,7
3,2,1,3,1,3,2,3,1,5,5,3,4,5,2,2,4,4,0,2,0,5,2,1,3,0,3,4,0,4,4,0,2,4,5,0,5,0,2,1,4,0,2,3,1,0,1,5,5,3,1,5,4,1,7
2,3,2,3,1,4,1,2,0,0,2,5,1,5,5,5,3,0,2,5,4,4,2,0,4,1,3,1,0,0,3,0,2,5,0,1,1,5,3,0,4,5,5,1,4,3,4,2,4,3,1,3,2,4,7
4,2,1,3,1,3,4,1,0,1,5,3,2,5,3,2,3,1,5,0,3,0,2,4,4,0,1,4,4,2,5,0,5,2,1,3,0,1,5,1,4,0,5,2,3,0,4,5,2,3,4,0,5,2,8
5,2,1,0,1,3,4,1,2,1,2,3,4,5,3,1,1,5,5,0,3,0,2,2,4,3,5,0,4,2,5,0,5,2,3,4,0,1,2,1,4,5,3,4,0,1,5,3,4,3,2,4,0,0,8
3,1,1,3,1,4,1,1,3,0,5,4,2,5,0,3,3,3,5,2,5,1,2,1,2,2,1,4,5,0,4,0,0,0,5,5,4,5,4,4,4,3,1,0,2,0,0,2,4,3,2,5,3,2,8
0,4,4,4,1,0,4,4,3,3,3,1,3,5,0,1,1,5,0,0,2,3,2,0,3,5,0,5,1,5,2,0,1,4,5,1,1,5,2,5,4,2,2,2,2,4,2,3,4,3,3,0,1,5,8
0,0,1,1,1,4,5,4,4,2,2,2,1,5,0,3,0,0,1,3,3,3,2,3,3,3,4,5,1,0,5,0,5,1,5,3,4,1,1,2,4,5,5,2,4,2,2,5,4,3,4,0,0,2,8
0,5,3,1,1,3,1,5,0,1,4,5,3,5,1,5,2,4,2,3,1,2,2,5,3,0,5,2,2,2,4,0,5,3,3,3,5,2,4,1,4,4,2,4,1,0,1,4,0,3,0,4,0,0,9
0,0,4,1,1,3,5,3,0,3,4,3,5,5,1,0,3,1,2,5,3,0,2,0,4,2,3,4,2,5,2,0,2,4,3,2,1,4,2,1,4,1,5,5,1,0,5,5,0,3,4,2,4,1,9
0,0,3,1,1,2,3,2,5,3,4,4,5,5,3,2,5,1,0,1,1,4,2,0,0,3,0,4,5,5,1,0,2,1,5,2,4,4,2,3,4,1,3,2,1,2,0,4,4,3,3,5,0,5,9
1,2,0,4,1,1,5,1,1,4,3,2,0,5,1,2,4,3,1,5,4,0,2,3,5,4,4,5,2,3,5,0,1,5,2,0,4,5,0,4,4,3,3,2,0,2,0,3,5,3,3,1,0,2,9
3,4,2,2,1,2,3,1,0,2,5,2,1,5,0,4,4,4,5,0,4,4,2,3,1,1,4,1,3,1,4,0,0,5,5,1,5,1,0,2,4,5,0,3,0,5,2,3,5,3,3,3,0,2,9
0,0,1,2,1,3,0,0,4,3,1,3,4,5,5,3,4,3,4,2,1,3,2,3,5,5,1,0,0,2,2,0,5,2,1,5,0,4,2,2,4,1,4,3,5,2,1,5,5,3,0,4,4,1,10
4,1,2,3,1,3,5,0,4,3,5,4,1,5,1,5,1,2,3,2,5,0,2,3,1,4,4,1,4,3,0,0,5,0,2,2,0,5,0,2,4,2,3,4,2,0,5,1,4,3,3,1,0,5,10
3,2,2,3,1,1,3,2,1,2,5,2,3,5,2,4,1,0,5,5,4,3,2,3,2,4,0,5,5,1,4,0,0,1,5,5,5,1,0,2,4,0,3,0,0,1,0,4,4,3,4,3,1,4,10
1,2,3,1,1,0,4,1,3,5,5,0,1,5,3,4,3,0,3,4,0,4,2,4,1,3,2,2,3,2,0,0,2,1,5,2,5,5,4,1,4,0,5,2,3,4,2,0,5,3,4,5,0,1,10
1,1,5,4,1,1,2,5,3,0,3,1,2,5,5,2,1,1,5,3,4,2,2,1,4,2,4,0,4,3,0,0,5,5,0,5,2,2,2,4,4,0,4,0,3,0,3,3,5,3,3,0,4,1,10
3,5,2,2,1,1,0,2,3,5,1,1,5,5,3,0,3,0,2,0,4,4,2,1,1,3,3,0,4,1,0,0,1,4,4,4,5,4,2,5,4,3,1,2,2,4,0,5,2,3,0,3,5,5,11
0,1,3,1,1,2,0,0,5,1,5,2,5,5,2,5,3,4,3,4,3,1,2,3,5,4,2,2,0,4,0,0,5,5,1,1,0,4,4,4,4,2,0,3,1,3,3,1,5,3,0,4,2,2,11
1,2,5,5,1,0,3,0,1,0,4,0,1,5,1,5,4,4,2,3,4,5,2,1,3,1,5,5,4,3,0,0,2,1,2,4,2,0,2,3,4,4,0,3,4,0,2,2,3,3,5,3,5,1,11
1,5,0,2,1,3,3,0,2,5,5,0,0,5,1,2,0,5,2,3,1,5,2,1,3,4,2,5,2,3,2,0,5,1,4,1,4,4,4,3,4,4,4,1,5,4,1,0,2,3,3,3,0,0,11
4,0,4,2,1,5,4,0,1,0,5,5,3,5,2,2,1,0,1,3,2,0,2,4,4,3,2,0,4,3,1,0,1,0,2,5,5,4,1,5,4,4,2,1,1,3,5,3,0,3,3,5,2,3,11
4,4,3,1,1,5,0,3,3,1,0,3,0,5,5,4,4,1,4,2,0,2,2,5,0,3,5,2,3,2,1,0,0,3,1,5,5,5,5,4,4,2,1,2,1,2,0,4,3,3,4,0,1,2,12
0,0,1,2,1,1,1,3,5,3,1,0,5,5,0,3,4,4,4,2,3,2,2,5,3,1,5,2,5,2,3,0,0,1,4,5,0,4,2,3,4,2,4,1,5,0,4,2,5,3,3,4,0,1,12
5,1,4,1,1,5,0,0,2,4,0,2,4,5,3,1,5,4,3,3,0,2,2,3,5,0,2,1,1,0,5,0,4,3,0,2,3,2,1,3,4,1,5,4,0,3,2,5,2,3,4,4,5,1,12
5,4,5,5,1,0,1,3,4,3,4,5,3,5,5,1,3,4,2,2,1,2,2,1,1,3,2,0,2,3,5,0,1,0,0,0,2,1,4,0,4,0,4,1,2,5,5,3,4,3,4,0,2,3,12
4,1,2,0,1,2,5,0,5,1,2,2,4,5,3,0,3,3,1,4,3,4,2,3,4,1,1,2,5,3,0,0,4,4,3,0,0,5,5,1,4,5,4,1,1,5,0,0,5,3,2,2,2,3,12
2,2,4,1,1,3,3,2,5,0,5,4,3,5,4,1,4,1,0,1,1,1,2,0,0,1,4,4,0,3,4,0,3,0,4,5,5,5,3,2,4,5,2,0,5,2,0,1,5,3,3,2,2,3,13
1,2,3,5,1,1,4,0,1,5,3,3,3,5,1,4,2,1,5,3,5,4,2,4,0,5,2,2,5,4,0,0,4,0,1,2,0,1,4,3,4,2,3,2,1,2,4,3,5,3,0,0,0,5,13
1,2,2,0,1,3,0,5,4,5,4,2,2,5,2,5,1,4,3,4,0,3,2,5,5,3,1,3,4,1,1,0,5,0,2,4,5,0,4,3,4,5,0,0,3,3,0,2,4,3,1,2,1,1,13
0,1,5,5,1,2,2,1,2,1,2,3,2,5,3,4,3,0,0,5,5,5,2,5,4,3,0,3,0,1,4,0,2,2,4,5,4,4,4,1,4,3,1,0,3,3,4,1,0,3,0,5,1,2,13
4,3,1,4,1,2,2,2,1,0,1,1,2,5,5,3,0,3,5,5,4,1,2,4,0,0,5,5,0,2,3,0,5,2,1,5,0,5,1,4,4,1,3,3,0,4,4,3,3,3,0,2,2,4,13
5,2,1,5,1,5,5,0,1,4,3,3,5,5,3,3,1,5,2,1,0,0,2,5,3,0,0,4,1,5,4,0,2,2,4,3,2,0,1,3,4,2,2,4,4,4,4,1,2,3,1,0,3,0,14
1,4,4,5,1,0,2,2,5,2,3,0,3,5,1,3,1,4,1,5,4,5,2,4,1,4,3,3,3,1,0,0,2,0,3,2,0,5,5,0,4,4,0,1,2,5,1,4,2,3,2,5,0,3,14
0,0,5,3,1,1,3,3,4,4,2,0,4,5,0,4,5,2,2,5,3,2,2,2,1,0,1,5,4,2,1,0,0,4,5,3,1,4,3,3,4,3,5,5,5,0,1,0,4,3,1,1,2,2,14
2,4,3,0,1,1,5,4,3,3,2,4,4,5,0,1,4,2,3,3,4,3,2,2,5,1,1,0,2,0,3,0,1,0,3,1,2,0,5,5,4,1,5,2,0,1,0,2,5,3,5,4,5,4,14
5,1,5,1,1,3,3,3,4,3,2,2,4,5,4,2,2,0,5,2,0,0,2,0,1,4,5,3,4,2,2,0,1,4,5,3,1,0,4,5,4,1,2,3,0,4,5,1,5,3,3,1,0,0,14
1,4,2,5,1,4,0,4,3,5,1,4,1,5,3,3,4,2,1,0,2,0,2,0,0,2,0,5,5,1,2,0,5,2,1,3,5,1,4,3,4,0,4,5,4,3,3,1,3,3,2,0,2,5,15
0,0,0,5,1,1,1,2,5,1,3,4,4,5,3,2,0,4,5,1,3,2,2,1,3,4,4,2,4,1,5,0,3,5,0,1,2,4,4,0,4,3,2,5,3,0,5,3,2,3,1,0,2,5,15
3,4,1,0,1,2,3,1,0,5,1,0,4,5,1,1,3,5,2,4,3,5,2,1,4,5,5,4,0,0,2,0,3,3,3,0,4,3,2,0,4,5,2,4,5,1,2,4,2,3,5,2,0,1,15
4,2,5,5,1,3,2,0,3,3,2,0,1,5,5,4,2,2,1,2,0,4,2,5,3,0,0,2,0,2,3,0,0,1,1,1,1,1,0,4,4,5,5,4,3,5,1,4,3,3,4,5,3,4,15
3,5,0,3,1,1,5,4,1,4,0,1,5,5,4,2,5,2,4,0,0,3,2,2,0,2,1,4,4,3,1,0,0,0,2,5,4,4,5,1,4,3,2,2,1,3,0,2,1,3,3,5,5,3,15
2,3,4,4,1,3,4,2,1,1,0,0,4,5,4,5,0,2,3,0,0,1,2,2,3,1,3,4,5,3,3,0,0,2,2,4,5,4,0,1,4,5,1,5,2,5,2,0,3,3,5,1,1,5,16
0,0,1,3,1,3,1,1,2,4,0,5,4,5,4,4,1,3,2,4,3,5,2,2,5,2,4,0,5,0,0,0,2,5,1,1,4,4,3,3,4,3,0,1,5,2,5,3,2,3,0,1,5,2,16
5,4,3,4,1,1,4,3,0,4,0,1,3,5,0,3,4,5,0,5,1,3,2,2,1,2,4,2,5,0,0,0,2,5,1,2,2,1,1,1,4,4,3,3,4,2,5,3,5,3,0,0,2,5,16
3,5,4,0,1,3,3,2,4,2,4,5,4,5,5,2,2,1,4,3,5,1,2,5,0,1,2,1,4,0,3,0,2,5,0,4,3,4,0,1,4,1,0,5,5,2,0,1,0,3,3,3,2,1,16
2,3,4,1,1,2,1,5,1,0,2,2,1,5,4,5,4,3,0,4,5,0,2,1,4,2,4,2,5,0,4,0,1,0,5,1,3,0,3,5,4,0,5,0,3,5,3,1,3,3,3,2,2,4,16
5,1,5,1,1,1,3,5,4,1,0,4,4,5,2,0,2,0,0,3,1,1,2,4,3,2,3,0,4,4,0,0,0,5,5,1,3,5,2,3,4,3,5,0,1,2,5,2,3,3,4,2,2,4,17
4,2,2,1,1,3,5,2,4,1,4,2,4,5,5,5,0,0,1,1,1,4,2,3,4,2,1,0,5,3,4,0,0,0,1,2,0,5,5,3,4,0,3,1,4,3,3,2,2,3,0,3,5,5,17
0,4,4,4,1,3,2,3,2,1,1,0,1,5,4,2,0,5,1,5,3,5,2,1,1,2,3,0,2,3,2,0,2,0,5,5,5,0,4,0,4,0,4,3,5,2,5,4,3,3,1,3,4,1,17
5,0,5,3,1,5,1,1,2,4,5,0,5,5,1,2,3,2,4,0,5,2,2,5,0,0,2,3,4,4,1,0,1,5,0,4,3,2,1,4,4,2,3,2,0,3,4,1,4,3,3,1,3,0,17
5,3,2,1,1,3,4,4,4,1,2,3,0,5,4,5,0,5,5,1,0,0,2,4,2,1,0,3,5,0,5,0,5,1,2,3,1,4,2,1,4,2,2,2,1,3,0,4,3,3,3,4,5,0,17
2,2,5,0,1,1,0,4,0,0,3,4,1,5,0,5,3,3,1,0,1,1,2,2,4,2,5,2,4,2,0,0,4,2,5,3,1,3,3,5,4,2,0,4,1,5,5,3,5,3,1,4,3,4,18
1,4,0,4,1,1,2,2,2,5,1,0,5,5,2,2,4,4,1,0,5,3,2,1,5,1,1,3,2,3,0,0,0,4,4,2,4,0,4,3,4,3,0,2,1,3,5,0,5,3,3,5,5,3,18
3,1,0,5,1,1,4,3,1,4,4,5,2,5,4,0,5,0,1,5,0,0,2,3,4,1,5,4,0,2,0,0,2,1,4,3,3,4,5,0,4,3,5,2,1,3,5,2,2,3,3,2,1,2,18
3,0,3,4,1,1,2,3,2,0,5,3,3,5,3,1,1,2,0,4,1,5,2,0,1,1,1,5,0,2,3,0,2,5,1,4,5,4,4,5,4,2,5,0,0,0,5,4,2,3,4,4,2,3,18
0,0,4,5,1,5,3,0,1,3,3,2,2,5,2,4,4,3,5,4,2,3,2,3,4,4,5,0,1,5,0,0,4,1,5,1,1,1,2,3,4,1,4,2,0,5,5,2,1,3,2,3,0,0,18
3,0,1,5,1,4,1,4,5,2,3,5,2,5,0,5,5,4,2,0,1,3,2,4,3,5,4,4,3,2,5,0,0,5,4,1,0,2,0,1,4,1,4,3,3,0,2,3,1,3,1,2,2,0,19
3,1,5,5,1,2,0,4,5,0,3,1,3,5,1,4,3,5,2,5,2,0,2,2,4,3,3,1,0,4,1,0,2,2,4,5,3,5,4,5,4,2,2,4,1,1,4,0,0,3,1,0,0,3,19
5,4,2,2,1,0,5,2,1,1,0,1,2,5,3,4,0,0,4,3,2,4,2,2,1,4,5,0,1,3,1,0,1,2,4,5,0,5,2,5,4,5,3,3,0,4,1,3,3,3,0,3,5,4,19
5,3,3,2,1,5,3,2,0,2,1,0,1,5,5,3,0,1,2,5,1,1,2,4,4,3,5,2,4,5,3,0,2,4,4,5,4,0,3,3,4,4,1,0,4,0,5,1,2,3,0,0,1,2,19
3,0,1,2,1,4,5,1,1,2,5,1,1,5,2,4,2,5,4,4,0,3,2,4,2,5,2,4,0,2,3,0,5,5,0,3,0,1,0,3,4,2,4,5,0,3,4,1,0,3,3,3,1,5,19
